PUBLISHED_DATE,STATUS,ESTIMATE_SOURCE,PFMA,YEAR,MONTH,DISPOSITION,SPECIES,SPECIES_CODE,SCIENTIFIC_NAME,ESTIMATE,STANDARD_ERROR,PERCENT_STANDARD_ERROR
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,178,63.974,0.359
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,441,166.987,0.379
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 125,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,64,41.167,0.643
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,156,0,0
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,84,55.719,0.663
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,17,16.8,0.988
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,269,190.441,0.708
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,6615,1997.004,0.302
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3243,1308.741,0.404
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1663,628.55,0.378
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2635,645.75,0.245
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,3335,647.173,0.194
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,491,152.112,0.31
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1041,329.033,0.316
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1329,421.318,0.317
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,736,191.847,0.261
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,151,75.566,0.5
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,232,100.193,0.432
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,31,20.928,0.675
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,2361,351.697,0.149
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,456,123.388,0.271
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,243,102.796,0.423
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,13,13.902,1.069
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,9611,987.408,0.103
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2994,393.442,0.131
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4362,737.349,0.169
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3632,694.408,0.191
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1310,167.015,0.127
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,74,24.047,0.325
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,386,168.853,0.437
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3,2.476,0.825
"JANUARY  1, 2005 12:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,2255,253.07,0.112
"JANUARY  1, 2005 12:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,634,169.06,0.267
"JANUARY  1, 2005 12:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,111,40.847,0.368
"JANUARY  1, 2005 12:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,63,37.169,0.59
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,14105,2469.341,0.175
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4820,1224.851,0.254
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3618,1577.267,0.436
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,12660,3485.398,0.275
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 21,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,3,2.025,0.675
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,4549,463.529,0.102
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2388,607.427,0.254
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,470,185.063,0.394
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3594,1307.067,0.364
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,679,676.544,0.996
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,415,99.454,0.24
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,96,66.155,0.689
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,339,114.703,0.338
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,55,54.099,0.984
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,303,158.158,0.522
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,450,81.742,0.182
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,134,95.127,0.71
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,10,7.556,0.756
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,311,197.136,0.634
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 25,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,49,44.268,0.903
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 26,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,47,17.777,0.378
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 27,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1255,413.209,0.329
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 27,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,174,260.972,1.5
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 27,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,661,728.895,1.103
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 27,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,942,517.527,0.549
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 27,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1479,759.21,0.513
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1077,352.815,0.328
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,186,64.773,0.348
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,215,229.832,1.069
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,516,284.672,0.552
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 28,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,537,499.529,0.93
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2001,June,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1646,428.067,0.26
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2001,June,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,555,247.9,0.447
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2001,June,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,48,64.834,1.351
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2001,June,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,909,458.029,0.504
"JULY     01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 29,2001,June,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,174,113.498,0.652
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,6092,735.964,0.121
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2500,512.39,0.205
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,83,60.067,0.724
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4467,1553.269,0.348
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 12,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,16422,2522.74,0.154
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,369,115.443,0.313
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,61,39.63,0.65
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 121,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,791,543.268,0.687
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1591,585.853,0.368
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2410,696.673,0.289
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,228,59.948,0.263
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,676,442.001,0.654
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 123,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1203,441.914,0.367
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,156,125.101,0.802
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,239,201.388,0.843
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,11,18.2,1.655
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,269,260.639,0.969
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 124,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,1319,1020.458,0.774
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 125,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,3340,1822.629,0.546
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 125,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,2467,1670.671,0.677
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 125,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,418,645.54,1.544
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 125,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2237,1567.564,0.701
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,361,55.161,0.153
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,337,171.596,0.509
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,78,62.416,0.8
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 126,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3978,1290.107,0.324
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,10522,1097.863,0.104
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4543,764.548,0.168
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,8,7.488,0.936
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1766,356.794,0.202
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 13,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2336,387.166,0.166
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,7497,670.877,0.089
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1837,343.482,0.187
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,24,13.499,0.562
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1963,344.315,0.175
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 14,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,4430,603.455,0.136
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1338,199.181,0.149
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,536,105.048,0.196
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1440,290.347,0.202
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 15,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,482,92.13,0.191
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,4491,449.779,0.1
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,820,229.965,0.28
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1705,815.309,0.478
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 16,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,145,51.769,0.357
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,5985,680.284,0.114
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,852,284.809,0.334
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,52,54.576,1.05
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,669,198.601,0.297
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 17,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2008,635.94,0.317
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1687,195.869,0.116
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,234,62.88,0.269
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,891,240.206,0.27
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 18,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,116,56.299,0.485
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1980,171.379,0.087
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,407,89.154,0.219
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,8,1.79,0.224
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,444,300.215,0.676
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 19,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,515,180.391,0.35
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,9702,1096.832,0.113
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,3603,571.226,0.159
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,979,259.015,0.265
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,1072,237.244,0.221
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 20,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,23659,4084.889,0.173
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 21,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,328,133.96,0.408
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,12343,1056.556,0.086
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,4721,957.411,0.203
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,3185,711.325,0.223
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,July,Released,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,7336,1606.637,0.219
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 23,2001,July,Released,COHO SALMON,115,ONCORHYNCHUS KISUTCH,4130,1011.204,0.245
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,July,Effort,BOAT TRIPS,B_TRIPS,BOAT TRIPS,1479,205.769,0.139
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,July,Kept,CHINOOK SALMON,124,ONCORHYNCHUS TSHAWYTSCHA,454,240.576,0.53
"AUGUST   01, 2001 00:00:00",Published Estimate - Full Month,Estimate from standard method,PFMA 24,2001,July,Kept,COHO SALMON,115,ONCORHYNCHUS KISUTCH,2667,532.907,0.2
